"OBJECTID","PIN","PARCELNB","TOWNSHIP","SECTION_","BLOCK","PARCEL","SHAPE_STAr","SHAPE_STLe","Acres"
113386,"172110317028","0172110317028","1721","103","17","028",165642.46484400000,1761.79199216000,154
113387,"172110317034","0172110317034","1721","103","17","034",63389.93066410000,1012.87312294000,59
113388,"172110317030","0172110317030","1721","103","17","030",124519.22168000000,2161.52144016000,116
113389,"172110320015","0172110320015","1721","103","20","015",70991.56689450000,1222.64011857000,66
113390,"172110320020","0172110320020","1721","103","20","020",83064.86376950000,1220.91393955000,77
113391,"172110320021","0172110320021","1721","103","20","021",53039.15380860000,1053.24895089000,49
113392,"172110320019","0172110320019","1721","103","20","019",84800.41845700000,1431.70861651000,79
113394,"172110301036","0172110301036","1721","103","01","036",481698.53076200000,4585.59641996000,448
113395,"172110301065","0172110301065","1721","103","01","065",50489.44628910000,904.36961553400,47
113396,"172110320001","0172110320001","1721","103","20","001",43561.06201170000,851.34666556200,40
113572,"172110201014","0172110201014","1721","102","01","014",68246.31005860000,2391.10558005000,63
113580,"172110201015","0172110201015","1721","102","01","015",41782.33935550000,873.66872737100,39
113587,"172110301049","0172110301049","1721","103","01","049",197076.47363300000,1849.88104532000,183
113588,"172110401001","0172110401001","1721","104","01","001",45342.98144530000,869.01637282200,42
113615,"172109408021","0172109408021","1721","094","08","021",59593.45800780000,1485.81401513000,55
113628,"172110004005","0172110004005","1721","100","04","005",90032.97216800000,1216.12090933000,84
113631,"172110005002","0172110005002","1721","100","05","002",140769.50048800000,1511.39818928000,131
113632,"172110005001","0172110005001","1721","100","05","001",153639.47998000000,1561.50522399000,143
113633,"172110006005","0172110006005","1721","100","06","005",93260.27685550000,1235.12034811000,87
113634,"172110006004","0172110006004","1721","100","06","004",93263.85351560000,1235.14059913000,87
113635,"172110006003","0172110006003","1721","100","06","003",93260.28125000000,1235.12035105000,87
113636,"172110006010","0172110006010","1721","100","06","010",126770.23925800000,1495.45054202000,118
113637,"172110006009","0172110006009","1721","100","06","009",128322.53369100000,1443.42500350000,119
113639,"172110001012","0172110001012","1721","100","01","012",101664.40234400000,1268.76381350000,94
113640,"172110001020","0172110001020","1721","100","01","020",170888.17822300000,1713.95268078000,159
113641,"172110006002","0172110006002","1721","100","06","002",86985.48730470000,1189.71642191000,81
113642,"172110000005","0172110000005","1721","100","00","005",677874.01074200000,4304.34359239000,630
113643,"172110004002","0172110004002","1721","100","04","002",273475.81347700000,2608.44798301000,254
113645,"172110108001","0172110108001","1721","101","08","001",429420.18017600000,3179.61905023000,399
113646,"172110101034","0172110101034","1721","101","01","034",92948.75634770000,4323.06911562000,86
113648,"172110000011","0172110000011","1721","100","00","011",666620.45996100000,3240.50945826000,619
113724,"172110101033","0172110101033","1721","101","01","033",32928.89355470000,912.57977765500,31
113727,"172110000010","0172110000010","1721","100","00","010",88922.12744140000,1818.72551548000,83
113748,"172110401005","0172110401005","1721","104","01","005",108388.45019500000,1653.56699130000,101
113750,"172110006013","0172110006013","1721","100","06","013",89664.98681640000,1246.52821767000,83
113751,"172110006011","0172110006011","1721","100","06","011",100350.65966800000,1369.38637012000,93
113752,"172110403001","0172110403001","1721","104","03","001",44882.90917970000,1020.05671604000,42
113753,"172110403002","0172110403002","1721","104","03","002",45538.46093750000,1040.87929601000,42
113812,"172111000011","0172111000011","1721","110","00","011",107530.55175800000,1529.32991920000,100
113813,"172111002004","0172111002004","1721","110","02","004",98765.24169920000,1349.14106103000,92
113814,"172111002006","0172111002006","1721","110","02","006",90739.44824220000,1188.51263514000,84
113815,"172111002005","0172111002005","1721","110","02","005",89812.45996090000,1215.17522567000,83
113816,"172111002007","0172111002007","1721","110","02","007",94275.04003910000,1231.95250130000,88
113817,"172111002008","0172111002008","1721","110","02","008",96724.87890630000,1233.87609215000,90
113818,"172111003002","0172111003002","1721","110","03","002",119372.53271500000,1436.62747705000,111
113819,"172111002009","0172111002009","1721","110","02","009",146217.48535200000,1588.39279373000,136
113820,"172111003001","0172111003001","1721","110","03","001",116684.38476600000,1652.75709482000,108
113829,"172111101019","0172111101019","1721","111","01","019",87087.82519530000,1203.42942729000,81
113830,"172111101020","0172111101020","1721","111","01","020",320299.73877000000,3465.10601013000,298
113831,"172111102094","0172111102094","1721","111","02","094",169260.69677700000,4595.35305112000,157
114080,"172111003003","0172111003003","1721","110","03","003",124472.97314500000,1424.03289033000,116
114081,"172111003004","0172111003004","1721","110","03","004",126308.95947300000,1428.32920740000,117
114082,"172111002003","0172111002003","1721","110","02","003",97815.50927730000,1394.17180757000,91
114083,"172111002002","0172111002002","1721","110","02","002",100635.87353500000,1479.82848017000,93
114084,"172111002001","0172111002001","1721","110","02","001",94242.15576170000,1217.32615817000,88
114086,"172111401001","0172111401001","1721","114","01","001",467230.88525400000,3032.16861380000,434
114087,"172111402001","0172111402001","1721","114","02","001",63145.01074220000,987.05382231900,59
114088,"172111402002","0172111402002","1721","114","02","002",61297.60937500000,964.74802682500,57
114089,"172111403001","0172111403001","1721","114","03","001",152770.26611300000,1695.92541355000,142
114092,"172111102092","0172111102092","1721","111","02","092",358067.75878900000,7485.79861903000,333
114093,"172111102093","0172111102093","1721","111","02","093",385217.71875000000,7814.98890210000,358
114096,"172111103045","0172111103045","1721","111","03","045",112271.54736300000,2827.11841137000,104
114097,"172111400001","0172111400001","1721","114","00","001",3694176.44141000000,15458.37181460000,3432
114101,"172111401005","0172111401005","1721","114","01","005",85252.97753910000,1353.26011265000,79
114103,"172111401002","0172111401002","1721","114","01","002",434518.70312500000,3022.61308973000,404
114104,"172111401004","0172111401004","1721","114","01","004",49466.24853520000,877.49283653800,46
114106,"172111403003","0172111403003","1721","114","03","003",752533.75195300000,3714.37162900000,699
114107,"172111403002","0172111403002","1721","114","03","002",1479318.94385000000,5049.86959732000,1374
114128,"172112001004","0172112001004","1721","120","01","004",389082.68212900000,3031.06453674000,361
114129,"172112000006","0172112000006","1721","120","00","006",210821.69726600000,1912.33973819000,196
114483,"172112424016","0172112424016","1721","124","24","016",49564.94726560000,957.51044094400,46
114488,"172112424017","0172112424017","1721","124","24","017",32879.85009770000,742.30513946200,31
114492,"172112100002","0172112100002","1721","121","00","002",1142752.32910000000,5100.81732398000,1062
114848,"172112303063","0172112303063","1721","123","03","063",40455.48291020000,1529.50330770000,38
114849,"172112303064","0172112303064","1721","123","03","064",93887.60009770000,1506.91817631000,87
114971,"172112302011","0172112302011","1721","123","02","011",211090.31201200000,1892.79718797000,196
114972,"172112302012","0172112302012","1721","123","02","012",86911.41259770000,1733.13098398000,81
114977,"172112200003","0172112200003","1721","122","00","003",1669407.01416000000,7624.53687999000,1551
114978,"172112203001","0172112203001","1721","122","03","001",213481.28222700000,1794.05106554000,198
114989,"172112101020","0172112101020","1721","121","01","020",95499.39208980000,4888.58621267000,89
114990,"172112101066","0172112101066","1721","121","01","066",87049.94726560000,1305.87707933000,81
115129,"172112101051","0172112101051","1721","121","01","051",910985.14257800000,4200.62562021000,846
115130,"172112101050","0172112101050","1721","121","01","050",360497.16601600000,2719.58163288000,335
115131,"172112113001","0172112113001","1721","121","13","001",892985.02490200000,4289.94606415000,830
115132,"172112113002","0172112113002","1721","121","13","002",774784.11035200000,3762.54947399000,720
115134,"172112401097","0172112401097","1721","124","01","097",124148.79687500000,1710.98047269000,115
115135,"172112401098","0172112401098","1721","124","01","098",159172.12988300000,3241.50396499000,148
115138,"172112300001","0172112300001","1721","123","00","001",390240.30957000000,3859.12180468000,363
115139,"172112200002","0172112200002","1721","122","00","002",2929964.07178000000,10242.49613510000,2722
115143,"172112319001","0172112319001","1721","123","19","001",1192351.93896000000,4958.47994597000,1108
115149,"172113201001","0172113201001","1721","132","01","001",218212.20459000000,1921.95604736000,203
115150,"172100000014","0172100000014","1721","000","00","014",259791.93896500000,2984.63996278000,241
115151,"172100000001","0172100000001","1721","000","00","001",275413.19384800000,3044.29518649000,256
115152,"172100000013","0172100000013","1721","000","00","013",546269.30761700000,5655.10632587000,508
115154,"172113202001","0172113202001","1721","132","02","001",722294.15380900000,3723.91759944000,671
115155,"172113200001","0172113200001","1721","132","00","001",2287870.52930000000,6128.36485889000,2126
115156,"172114001001","0172114001001","1721","140","01","001",217726.19921900000,2042.57274155000,202
115157,"172114001002","0172114001002","1721","140","01","002",228730.86523400000,2359.97392003000,212
115158,"172114001003","0172114001003","1721","140","01","003",399418.40380900000,3099.89680374000,371
115159,"172114000007","0172114000007","1721","140","00","007",294023.12255900000,2192.40536221000,273
115160,"172114000021","0172114000021","1721","140","00","021",58888.87548830000,961.76739639900,55
115161,"172114401002","0172114401002","1721","144","01","002",212144.07959000000,1848.57125480000,197
115163,"172114012003","0172114012003","1721","140","12","003",614239.66308600000,3742.91204339000,571
115164,"172114012002","0172114012002","1721","140","12","002",619603.99267600000,3581.55147548000,576
115165,"172114000020","0172114000020","1721","140","00","020",435405.61279300000,3254.62002640000,405
115284,"172114012001","0172114012001","1721","140","12","001",105739.69335900000,1574.55942181000,98
115456,"172114000029","0172114000029","1721","140","00","029",880907.52441400000,6037.45818985000,818
115457,"172114000022","0172114000022","1721","140","00","022",244423.00634800000,2740.27205512000,227
115458,"172114000018","0172114000018","1721","140","00","018",661690.56201200000,3605.71294904000,615
115540,"172114000026","0172114000026","1721","140","00","026",1291161.83496000000,5052.73822362000,1200
115541,"172114101001","0172114101001","1721","141","01","001",284469.14941400000,2342.16239709000,264
115542,"172114012004","0172114012004","1721","140","12","004",1243036.33447000000,7048.56563763000,1155
115543,"172114201002","0172114201002","1721","142","01","002",192333.34033200000,1902.20376687000,179
115544,"172114000003","0172114000003","1721","140","00","003",519029.08740200000,5584.24134590000,482
115545,"172114000004","0172114000004","1721","140","00","004",546433.09375000000,5610.17739598000,508
115546,"172114201001","0172114201001","1721","142","01","001",89105.95312500000,1253.17701607000,83
115550,"172114203002","0172114203002","1721","142","03","002",139400.59082000000,2337.88458395000,130
115551,"172114203001","0172114203001","1721","142","03","001",46428.73242190000,886.99410549100,43
115552,"172114202001","0172114202001","1721","142","02","001",192451.01318400000,2333.19601808000,179
115554,"172114103001","0172114103001","1721","141","03","001",883493.95849600000,4663.93769300000,821
115555,"172115100001","0172115100001","1721","151","00","001",573079.69091800000,3532.59742358000,532
115557,"172115004005","0172115004005","1721","150","04","005",321005.82470700000,2812.54921856000,298
115559,"172115101003","0172115101003","1721","151","01","003",304767.20166000000,2296.95567010000,283
115560,"172115403004","0172115403004","1721","154","03","004",153895.03955100000,1594.03080772000,143
115561,"172115008001","0172115008001","1721","150","08","001",91156.95947270000,1208.11311698000,85
115562,"172115301002","0172115301002","1721","153","01","002",261504.24902300000,2134.16516961000,243
115563,"172115008002","0172115008002","1721","150","08","002",105895.50244100000,1306.00627464000,98
115564,"172115008003","0172115008003","1721","150","08","003",107355.99023400000,1314.56159068000,100
115565,"172115402003","0172115402003","1721","154","02","003",275230.34228500000,2092.88908794000,256
115566,"172115008004","0172115008004","1721","150","08","004",108066.18750000000,1306.18910003000,100
115567,"172115007002","0172115007002","1721","150","07","002",592563.78515600000,3174.87306970000,551
115568,"172115010003","0172115010003","1721","150","10","003",52677.46289060000,953.01397423900,49
115569,"172115011008","0172115011008","1721","150","11","008",60666.30468750000,982.17241796100,56
115570,"172115011007","0172115011007","1721","150","11","007",61017.63378910000,1043.68050624000,57
115571,"172115011006","0172115011006","1721","150","11","006",80706.73535160000,1178.32549877000,75
115572,"172115000025","0172115000025","1721","150","00","025",136461.40918000000,1728.02568424000,127
115573,"172115011002","0172115011002","1721","150","11","002",64813.83691410000,1000.30368448000,60
115574,"172115007005","0172115007005","1721","150","07","005",87656.42236330000,1263.59469837000,81
115575,"172115011005","0172115011005","1721","150","11","005",73696.26171880000,1120.60327835000,68
115576,"172115012001","0172115012001","1721","150","12","001",64320.89941410000,1033.15974177000,60
115577,"172115011004","0172115011004","1721","150","11","004",58477.51855470000,1009.84751918000,54
115580,"172115012002","0172115012002","1721","150","12","002",124418.37451200000,1458.54839337000,116
115582,"172115001003","0172115001003","1721","150","01","003",225410.73046900000,2255.05638548000,209
115583,"172115006005","0172115006005","1721","150","06","005",440132.95947300000,2655.10375699000,409
115585,"172115000006","0172115000006","1721","150","00","006",467879.30322300000,5651.36590626000,435
115586,"172115006006","0172115006006","1721","150","06","006",425967.98388700000,2597.51555786000,396
115587,"172115001001","0172115001001","1721","150","01","001",309103.68945300000,2324.17011818000,287
115588,"172115002001","0172115002001","1721","150","02","001",556266.88525400000,3934.10443181000,517
115589,"172115010012","0172115010012","1721","150","10","012",100595.23486300000,1770.15417747000,93
115590,"172115010002","0172115010002","1721","150","10","002",58726.88085940000,1027.70903210000,55
115591,"172115010001","0172115010001","1721","150","10","001",90383.47216800000,1264.30516385000,84
115592,"172115011001","0172115011001","1721","150","11","001",60901.28613280000,1076.39000189000,57
115593,"172115011003","0172115011003","1721","150","11","003",62857.11181640000,1025.33130425000,58
115594,"172115101008","0172115101008","1721","151","01","008",218362.41748000000,2125.58702539000,203
115595,"172115201006","0172115201006","1721","152","01","006",129896.42578100000,1544.30106046000,121
115596,"172115201005","0172115201005","1721","152","01","005",92055.34716800000,1317.32421809000,86
115597,"172115201002","0172115201002","1721","152","01","002",497931.01220700000,3319.68164936000,463
115598,"172115007003","0172115007003","1721","150","07","003",1276858.16943000000,4796.38635323000,1186
115599,"172115201004","0172115201004","1721","152","01","004",1228691.48242000000,5149.75825995000,1141
115625,"172115001002","0172115001002","1721","150","01","002",89949.52099610000,1214.81256117000,84
115627,"172115101005","0172115101005","1721","151","01","005",342840.13183600000,2396.39622370000,319
115628,"172115101004","0172115101004","1721","151","01","004",343188.04687500000,2397.22162536000,319
115629,"172115202002","0172115202002","1721","152","02","002",164039.43115200000,1635.56728043000,152
115630,"172115009001","0172115009001","1721","150","09","001",113401.41455100000,1335.56298576000,105
115631,"172115402001","0172115402001","1721","154","02","001",114530.91210900000,1384.80118605000,106
115632,"172115402002","0172115402002","1721","154","02","002",135223.69628900000,1502.18856979000,126
115633,"172115301003","0172115301003","1721","153","01","003",348630.73632800000,2389.89912860000,324
115634,"172115301004","0172115301004","1721","153","01","004",706008.94628900000,3784.72093357000,656
115635,"172115007004","0172115007004","1721","150","07","004",107234.89160200000,1472.49011062000,100
115636,"172115005001","0172115005001","1721","150","05","001",347545.94238300000,2399.46661560000,323
115637,"172115003003","0172115003003","1721","150","03","003",94746.60791020000,1478.00845017000,88
115638,"172115000018","0172115000018","1721","150","00","018",39293.64062500000,1019.22918074000,37
115639,"172115101006","0172115101006","1721","151","01","006",362052.35937500000,2432.77867270000,336
115640,"172115201001","0172115201001","1721","152","01","001",77624.96582030000,1165.24360308000,72
115641,"172115000015","0172115000015","1721","150","00","015",128366.65673800000,2783.22404900000,119
115643,"172115301001","0172115301001","1721","153","01","001",247374.88671900000,2091.86454367000,230
115644,"172115101007","0172115101007","1721","151","01","007",290111.89794900000,2233.74625328000,270
115645,"172115102007","0172115102007","1721","151","02","007",794536.26806600000,3581.54070391000,738
115646,"172115010013","0172115010013","1721","150","10","013",86260.40625000000,1443.45060882000,80
115648,"172115010014","0172115010014","1721","150","10","014",69770.20849610000,5978.83493037000,65
115649,"172115401006","0172115401006","1721","154","01","006",50157.84912110000,889.59199189100,47
115650,"172115401007","0172115401007","1721","154","01","007",89761.13427730000,1292.31821000000,83
115651,"172115010006","0172115010006","1721","150","10","006",109381.64306600000,1391.74850161000,102
115652,"172115010007","0172115010007","1721","150","10","007",70220.91845700000,1109.77047111000,65
115653,"172115401008","0172115401008","1721","154","01","008",174587.83935500000,1849.63415206000,162
115654,"172115401009","0172115401009","1721","154","01","009",135261.70166000000,1475.97935663000,126
115655,"172115009011","0172115009011","1721","150","09","012",87648.98730470000,1193.45169634000,81
115656,"172115009005","0172115009005","1721","150","09","005",319007.89990200000,2631.93517885000,296
115657,"172115403001","0172115403001","1721","154","03","001",90601.91308590000,1272.98162874000,84
115658,"172115009004","0172115009004","1721","150","09","004",503489.68847700000,3352.32066131000,468
115659,"172115009007","0172115009007","1721","150","09","007",175422.09668000000,1750.65501038000,163
115660,"172115009006","0172115009006","1721","150","09","006",117557.69384800000,1532.58039875000,109
115661,"172115009008","0172115009008","1721","150","09","008",117824.42773400000,1456.59516621000,109
115662,"172115202001","0172115202001","1721","152","02","001",115325.98681600000,1339.77012683000,107
115663,"172115302003","0172115302003","1721","153","02","003",892321.51513700000,6372.14356966000,829
115664,"172115102011","0172115102011","1721","151","02","011",231121.20410200000,2430.56834139000,215
115665,"172115009003","0172115009003","1721","150","09","003",496531.10693400000,3347.45150469000,461
115667,"172115102001","0172115102001","1721","151","02","001",707417.87060500000,3479.76136169000,657
115668,"172115102012","0172115102012","1721","151","02","012",231136.55859400000,2428.72454987000,215
115669,"172115404002","0172115404002","1721","154","04","002",1311909.51074000000,7783.99453577000,1219
115670,"172115102013","0172115102013","1721","151","02","013",635280.33203100000,4308.53085693000,590
115671,"172115102014","0172115102014","1721","151","02","014",62870.39892580000,1873.06450738000,58
115672,"172116000031","0172116000031","1721","160","00","031",130525.22265600000,1565.97160603000,121
115673,"172116000002","0172116000002","1721","160","00","002",71567.15820310000,1132.74740813000,66
115674,"172116008011","0172116008011","1721","160","08","011",442748.53857400000,2829.13855924000,411
115677,"172116004006","0172116004006","1721","160","04","006",357734.50830100000,3669.27241373000,332
115678,"172116006001","0172116006001","1721","160","06","001",429834.21093800000,3164.83937069000,399
115679,"172116008012","0172116008012","1721","160","08","012",1744691.98633000000,5872.98015863000,1621
115680,"172116004008","0172116004008","1721","160","04","008",296015.91064500000,3169.71469629000,275
115681,"172116004003","0172116004003","1721","160","04","003",429780.99414100000,3255.60533298000,399
115682,"172116000045","0172116000045","1721","160","00","045",319838.75878900000,2576.24793128000,297
115683,"172116000008","0172116000008","1721","160","00","008",389614.42334000000,3512.37373766000,362
115696,"172118131039","0172118131039","1721","181","31","039",45082.73828130000,1245.86738003000,42
115697,"172118100001","0172118100001","1721","181","00","001",1661113.16650000000,5163.55762226000,1543
115698,"172118000026","0172118000026","1721","180","00","026",3495421.16064000000,8300.42529776000,3247
115699,"172118000014","0172118000014","1721","180","00","014",72047.02783200000,1227.06403555000,67
115707,"172118403001","0172118403001","1721","184","03","001",72187.01123050000,4013.30163951000,67
115715,"172119000035","0172119000035","1721","190","00","035",155073.95654300000,2086.92153728000,144
115716,"172119300019","0172119300019","1721","193","00","019",315378.95654300000,2535.95529570000,293
115717,"172119200010","0172119200010","1721","192","00","010",1149017.03076000000,5740.29634289000,1067
115731,"172119300002","0172119300002","1721","193","00","002",402734.44189500000,2640.01257356000,374
115734,"172119300008","0172119300008","1721","193","00","008",34118.66064450000,794.31579327600,32
115735,"172119300017","0172119300017","1721","193","00","017",96508.75634770000,1313.68270234000,90
115737,"172119300005","0172119300005","1721","193","00","005",214584.34521500000,2497.41216115000,199
115738,"172119300006","0172119300006","1721","193","00","006",194496.26757800000,1778.13972755000,181
115739,"172119003001","0172119003001","1721","190","03","001",408271.25000000000,2562.00694191000,379
115740,"172119300009","0172119300009","1721","193","00","009",73764.05175780000,1292.13221037000,69
115795,"172132124003","0172132124003","1721","321","24","003",43553.53027340000,1145.85266643000,40
115812,"172132124001","0172132124001","1721","321","24","001",43293.47998050000,1007.56465041000,40
115851,"172132217003","0172132217003","1721","322","17","003",42993.32226560000,847.93203820900,40
115858,"172132220013","0172132220013","1721","322","20","013",316662.06054700000,2283.47269421000,294
115875,"172116003004","0172116003004","1721","160","03","004",175336.43896500000,1787.93536054000,163
115876,"172116000011","0172116000011","1721","160","00","011",465424.18359400000,2812.19080992000,432
115877,"172116400001","0172116400001","1721","164","00","001",3135992.46387000000,10386.94227930000,2913
115878,"172116003002","0172116003002","1721","160","03","002",49631.83642580000,912.47364396300,46
115879,"172116003003","0172116003003","1721","160","03","003",58857.19335940000,1096.82563372000,55
115880,"172116005012","0172116005012","1721","160","05","012",631186.73193400000,3814.38619746000,586
115881,"172116009006","0172116009006","1721","160","09","006",86676.66552730000,1339.08863649000,81
115882,"172116301001","0172116301001","1721","163","01","001",607300.32812500000,3467.33431946000,564
115883,"172116302001","0172116302001","1721","163","02","001",410618.53076200000,2696.29279613000,381
115885,"172116009004","0172116009004","1721","160","09","004",98441.92773440000,1562.38324406000,91
115887,"172116009007","0172116009007","1721","160","09","007",157440.81152300000,1918.87504053000,146
115888,"172116009005","0172116009005","1721","160","09","005",85879.81152340000,1295.86203496000,80
115889,"172116100002","0172116100002","1721","161","00","002",1058629.30371000000,4797.31070745000,984
115890,"172116009002","0172116009002","1721","160","09","002",87060.74755860000,1292.09651116000,81
115891,"172116000029","0172116000029","1721","160","00","029",168817.07568400000,1926.98942435000,157
115892,"172116303003","0172116303003","1721","163","03","003",170865.43603500000,2650.56098821000,159
115893,"172116009001","0172116009001","1721","160","09","001",151677.61669900000,1836.14384431000,141
115894,"172116000030","0172116000030","1721","160","00","030",168925.23388700000,1913.80874767000,157
115895,"172116000032","0172116000032","1721","160","00","032",69189.34082030000,2013.50800391000,64
115896,"172116000033","0172116000033","1721","160","00","033",46086.16552730000,1737.07535134000,43
115897,"172116008004","0172116008004","1721","160","08","004",56743.59375000000,1963.88260172000,53
115900,"172116201003","0172116201003","1721","162","01","003",1195776.23584000000,5608.57716369000,1111
115901,"172116000003","0172116000003","1721","160","00","003",63421.77978520000,1031.21841704000,59
115902,"172116001001","0172116001001","1721","160","01","001",260237.22558600000,2836.12201062000,242
115903,"172116000046","0172116000046","1721","160","00","046",108933.00537100000,1329.76126270000,101
115905,"172116003005","0172116003005","1721","160","03","005",190929.50439500000,1818.40675879000,177
115906,"172116003006","0172116003006","1721","160","03","006",103890.81298800000,1381.53234306000,97
115907,"172116000038","0172116000038","1721","160","00","038",39578.29785160000,1018.26026454000,37
115909,"172116005003","0172116005003","1721","160","05","003",261471.20068400000,2248.66586413000,243
115910,"172116005010","0172116005010","1721","160","05","010",50456.18359380000,935.29916741800,47
115911,"172116005008","0172116005008","1721","160","05","008",63452.91455080000,2294.88352829000,59
115912,"172116005007","0172116005007","1721","160","05","007",285056.99414100000,2425.72953346000,265
115913,"172116005006","0172116005006","1721","160","05","006",263342.02343800000,2331.70716638000,245
115914,"172116005009","0172116005009","1721","160","05","009",63453.16845700000,2294.87979941000,59
115915,"172116005011","0172116005011","1721","160","05","011",50456.18359380000,935.29916741800,47
115916,"172116000042","0172116000042","1721","160","00","042",1946526.92627000000,6797.94192226000,1808
115917,"172116303002","0172116303002","1721","163","03","002",469652.90527300000,3610.73984813000,436
115918,"172116303001","0172116303001","1721","163","03","001",252836.76757800000,2844.64313024000,235
115919,"172116000022","0172116000022","1721","160","00","022",41872.80761720000,909.20667748100,39
115920,"172116007001","0172116007001","1721","160","07","001",53299.84033200000,1161.49477525000,50
115921,"172116007017","0172116007017","1721","160","07","017",1575401.28467000000,5783.16473322000,1464
115924,"172116202002","0172116202002","1721","162","02","002",1780474.35449000000,6993.36577468000,1654
115925,"172116008007","0172116008007","1721","160","08","007",666564.47705100000,6795.18971858000,619
115926,"172116008003","0172116008003","1721","160","08","003",248416.95459000000,5346.11919150000,231
115927,"172116000009","0172116000009","1721","160","00","009",54991.21289060000,1914.31985416000,51
115929,"172117000050","0172117000050","1721","170","00","050",217823.25390600000,2004.73358958000,202
115930,"172117000049","0172117000049","1721","170","00","049",266511.50878900000,2506.51096477000,248
115931,"172117000045","0172117000045","1721","170","00","045",46572.26904300000,865.74363795100,43
115932,"172117000005","0172117000005","1721","170","00","005",210457.15283200000,1936.56598583000,196
115933,"172117006006","0172117006006","1721","170","06","006",130692.11425800000,1753.02240617000,121
115934,"172117006005","0172117006005","1721","170","06","005",107569.12011700000,1912.72070586000,100
115935,"172117006004","0172117006004","1721","170","06","004",107973.64599600000,1964.99368051000,100
115936,"172117006003","0172117006003","1721","170","06","003",113246.36181600000,2021.30289743000,105
115937,"172117006002","0172117006002","1721","170","06","002",107638.51464800000,1964.92392185000,100
115938,"172117006008","0172117006008","1721","170","06","008",142600.99316400000,2140.63351092000,132
115939,"172117006007","0172117006007","1721","170","06","007",107023.55517600000,1447.61671555000,99
115940,"172117402002","0172117402002","1721","174","02","002",145867.01171900000,1490.45320424000,136
115941,"172117000022","0172117000022","1721","170","00","022",89666.66162110000,1211.58175123000,83
115942,"172117000032","0172117000032","1721","170","00","032",81570.85009770000,1269.54885226000,76
115944,"172117000025","0172117000025","1721","170","00","025",420567.82031300000,2593.92028065000,391
115945,"172117000015","0172117000015","1721","170","00","015",537474.42724600000,5640.22096164000,499
115946,"172117000014","0172117000014","1721","170","00","014",203620.29980500000,2360.45992666000,189
115947,"172117004003","0172117004003","1721","170","04","003",883171.07812500000,4877.95312297000,820
115948,"172117002003","0172117002003","1721","170","02","003",1044864.27246000000,4930.20605482000,971
115949,"172117002001","0172117002001","1721","170","02","001",1816723.49414000000,5411.27835412000,1688
115950,"172117002002","0172117002002","1721","170","02","002",1168994.90039000000,4275.28728580000,1086
115952,"172117004002","0172117004002","1721","170","04","002",579755.15625000000,4939.41556012000,539
115953,"172117000046","0172117000046","1721","170","00","046",108058.14355500000,7876.21398850000,100
115954,"172117000043","0172117000043","1721","170","00","043",297526.97802700000,4376.70282070000,276
115955,"172117201001","0172117201001","1721","172","01","001",1079055.31006000000,4847.85458133000,1002
115956,"172117000048","0172117000048","1721","170","00","048",502079.90039100000,3265.52296352000,466
115957,"172117101002","0172117101002","1721","171","01","002",41513.86425780000,2143.31238123000,39
115958,"172117101001","0172117101001","1721","171","01","001",4360993.60547000000,11282.18416190000,4052
115959,"172117005001","0172117005001","1721","170","05","001",1451622.36719000000,7830.11317284000,1349
115960,"172117402001","0172117402001","1721","174","02","001",391236.67334000000,3461.78577580000,363
115961,"172117000010","0172117000010","1721","170","00","010",542552.91210900000,5606.00329526000,504
115962,"172117000008","0172117000008","1721","170","00","008",287624.48877000000,3172.39205655000,267
115963,"172117401002","0172117401002","1721","174","01","002",1072095.62451000000,6729.10294448000,996
115964,"172117000020","0172117000020","1721","170","00","020",1287378.30029000000,4932.73043694000,1196
115966,"172117102030","0172117102030","1721","171","02","030",3530340.54492000000,8918.11607974000,3280
115967,"172117401014","0172117401014","1721","174","01","014",2140248.12158000000,6641.62817066000,1988
115968,"172118002001","0172118002001","1721","180","02","001",34426.19482420000,750.24355046200,32
115969,"172118100013","0172118100013","1721","181","00","013",380129.19628900000,2563.23007245000,353
116109,"172118125017","0172118125017","1721","181","25","017",53988.74853520000,937.84844795700,50
116155,"172118134037","0172118134037","1721","181","34","037",60317.72802730000,2392.93308594000,56
116279,"172118001001","0172118001001","1721","180","01","001",99999.26416020000,1363.44764020000,93
116597,"172118410001","0172118410001","1721","184","10","001",461442.07714800000,24882.33622110000,429
116603,"172118000032","0172118000032","1721","180","00","032",40489.95605470000,859.04206688700,38
116604,"172118000037","0172118000037","1721","180","00","037",226953.19433600000,1960.13991723000,211
116605,"172118101039","0172118101039","1721","181","01","039",137560.20605500000,4847.88556941000,128
116606,"172118101041","0172118101041","1721","181","01","041",69772.93261720000,1153.68441522000,65
116607,"172118101042","0172118101042","1721","181","01","042",209810.52294900000,2991.75472465000,195
116608,"172118407041","0172118407041","1721","184","07","041",424730.69384800000,3956.86327741000,395
116609,"172118200001","0172118200001","1721","182","00","001",2365032.95215000000,8091.42290662000,2197
116612,"172118100012","0172118100012","1721","181","00","012",100850.17773400000,1629.76846013000,94
116613,"172118100007","0172118100007","1721","181","00","007",292036.39990200000,2528.74881114000,271
116616,"172118135038","0172118135038","1721","181","35","038",38968.14843750000,2360.75738230000,36
116764,"172118411001","0172118411001","1721","184","11","001",89123.83544920000,1639.03660758000,83
116775,"172118131040","0172118131040","1721","181","31","040",97933.75878910000,1772.62770130000,91
