"OBJECTID","PIN","PARCELNB","TOWNSHIP","SECTION_","BLOCK","PARCEL","SHAPE_STAr","SHAPE_STLe","Acres"
118004,"172128200004","0172128200004","1721","282","00","004",178506.67041000000,1845.27030452000,166
118009,"172128213002","0172128213002","1721","282","13","002",54902.55468750000,963.44166676400,51
118012,"172128102001","0172128102001","1721","281","02","001",91217.07421880000,1208.41868448000,85
118019,"172128213003","0172128213003","1721","282","13","003",44208.43457030000,890.73289215100,41
118021,"172128102009","0172128102009","1721","281","02","009",42097.96337890000,859.68935345100,39
118023,"172128102019","0172128102019","1721","281","02","019",42551.66503910000,950.44022172200,40
118029,"172128213004","0172128213004","1721","282","13","004",37005.77148440000,841.57965395500,34
118030,"172128103001","0172128103001","1721","281","03","001",136421.03271500000,2832.00905366000,127
118032,"172128101004","0172128101004","1721","281","01","004",38741.92529300000,850.09422285900,36
118033,"172128101003","0172128101003","1721","281","01","003",350092.01171900000,2509.54217805000,325
118039,"172128106009","0172128106009","1721","281","06","009",238899.03515600000,2084.04182868000,222
118043,"172128100008","0172128100008","1721","281","00","008",118967.21289100000,1386.27418513000,111
118059,"172128106010","0172128106010","1721","281","06","010",71777.06738280000,1071.00699661000,67
118071,"172128112001","0172128112001","1721","281","12","001",69982.78955080000,1064.45304269000,65
118074,"172128113001","0172128113001","1721","281","13","001",59222.16699220000,994.82544708200,55
118075,"172128113003","0172128113003","1721","281","13","003",59212.20800780000,1029.32955168000,55
118076,"172128212011","0172128212011","1721","282","12","011",72174.86376950000,1074.76254512000,67
118077,"172128209005","0172128209005","1721","282","09","005",64014.22851560000,1045.69593059000,59
118078,"172128113005","0172128113005","1721","281","13","005",52385.98974610000,1431.12863333000,49
118079,"172128100048","0172128100048","1721","281","00","048",48866.08398440000,991.53769241700,45
118087,"172128300011","0172128300011","1721","283","00","011",52118.96582030000,1006.09980137000,48
118088,"172100000011","0172100000011","1721","000","00","011",51627.65673830000,1056.44910572000,48
118089,"172128300012","0172128300012","1721","283","00","012",119482.48535200000,1384.57109664000,111
118091,"172128305001","0172128305001","1721","283","05","001",39790.98486330000,961.18867205200,37
118147,"172128300110","0172128300110","1721","283","00","110",49039.56591800000,960.44115816200,46
118149,"172128306005","0172128306005","1721","283","06","005",93151.62695310000,1221.38105492000,87
118157,"172128112011","0172128112011","1721","281","12","011",105086.32177700000,1698.78380656000,98
118158,"172128112002","0172128112002","1721","281","12","002",70167.08447270000,1065.82039775000,65
118161,"172128100014","0172128100014","1721","281","00","014",37914.15039060000,946.34637594200,35
118162,"172128100070","0172128100070","1721","281","00","070",154715.96826200000,1585.03019774000,144
118168,"172128207007","0172128207007","1721","282","07","007",880645.85986300000,3952.80008275000,818
118171,"172128212004","0172128212004","1721","282","12","004",48765.72363280000,924.58912494000,45
118175,"172128211008","0172128211008","1721","282","11","008",39484.62060550000,865.65081910000,37
118176,"172128209006","0172128209006","1721","282","09","006",91361.54541020000,1213.44707742000,85
118181,"172128300130","0172128300130","1721","283","00","130",132518.72119100000,1610.68135791000,123
118184,"172128200018","0172128200018","1721","282","00","018",65719.32519530000,1035.52240472000,61
118191,"172128308002","0172128308002","1721","283","08","002",39288.98144530000,832.75861349100,37
118192,"172128308001","0172128308001","1721","283","08","001",131141.49169900000,1494.92903526000,122
118198,"172128307016","0172128307016","1721","283","07","016",36611.72558590000,930.32499849100,34
118199,"172128307017","0172128307017","1721","283","07","017",77004.70556640000,1234.07462021000,72
118208,"172128200024","0172128200024","1721","282","00","024",47279.77148440000,1159.61235882000,44
118209,"172128200023","0172128200023","1721","282","00","023",35674.54296880000,764.55301350100,33
118210,"172128211001","0172128211001","1721","282","11","001",107381.35009800000,1314.63151046000,100
118211,"172128214001","0172128214001","1721","282","14","001",117560.53857400000,1371.97033656000,109
118212,"172128200020","0172128200020","1721","282","00","020",125676.06103500000,1531.89469129000,117
118221,"172128100068","0172128100068","1721","281","00","068",375584.36181600000,2467.37624858000,349
118233,"172128113002","0172128113002","1721","281","13","002",59208.92529300000,994.75999862700,55
118234,"172128112008","0172128112008","1721","281","12","008",42807.90966800000,872.16855157900,40
118239,"172128300014","0172128300014","1721","283","00","014",425998.76416000000,2612.47587284000,396
118240,"172128300013","0172128300013","1721","283","00","013",212167.17578100000,1990.41954014000,197
118241,"172128300096","0172128300096","1721","283","00","096",228816.30273400000,1981.69477015000,213
118242,"172128300097","0172128300097","1721","283","00","097",94803.39843750000,1378.40813055000,88
118252,"172128302009","0172128302009","1721","283","02","009",52504.62402340000,1084.86710246000,49
118255,"172128300095","0172128300095","1721","283","00","095",66788.23144530000,1183.79384086000,62
118257,"172128112006","0172128112006","1721","281","12","006",54359.49218750000,958.89951087000,51
118260,"172128212012","0172128212012","1721","282","12","012",60498.07080080000,986.08162824100,56
118265,"172128300006","0172128300006","1721","283","00","006",216975.81640600000,1972.14080166000,202
118266,"172128306004","0172128306004","1721","283","06","004",95590.01464840000,1276.43575715000,89
118267,"172128210016","0172128210016","1721","282","10","016",185655.94726600000,1849.57602138000,172
118274,"172128100009","0172128100009","1721","281","00","009",44071.31494140000,928.65010504200,41
118275,"172128100010","0172128100010","1721","281","00","010",37806.91357420000,867.80036409900,35
118282,"172100000021","0172100000021","1721","000","00","021",6132131.15967000000,9771.96068533000,5697
118283,"172128100059","0172128100059","1721","281","00","059",1216329.57031000000,5343.58611381000,1130
118285,"172128202002","0172128202002","1721","282","02","002",327155.62695300000,2432.30849487000,304
118288,"172128300016","0172128300016","1721","283","00","016",232347.59863300000,2024.16621716000,216
118290,"172128300085","0172128300085","1721","283","00","085",43951.61328130000,893.39978145800,41
118291,"172128300015","0172128300015","1721","283","00","015",225881.25244100000,2010.80331414000,210
118296,"172128300133","0172128300133","1721","283","00","133",35121.29248050000,931.14379562900,33
118297,"172128300078","0172128300078","1721","283","00","078",145040.20996100000,1719.41083511000,135
118298,"172128300077","0172128300077","1721","283","00","077",46000.66796880000,970.26280506500,43
118302,"172128113004","0172128113004","1721","281","13","004",85799.21337890000,1180.09800766000,80
118311,"172128109007","0172128109007","1721","281","09","007",46925.74511720000,902.05399880400,44
118312,"172128113006","0172128113006","1721","281","13","006",71023.08154300000,1101.37635378000,66
118314,"172128100042","0172128100042","1721","281","00","042",44318.56103520000,879.82813555000,41
118315,"172128110002","0172128110002","1721","281","10","002",36820.35156250000,773.89592776800,34
118316,"172100000025","0172100000025","1721","000","00","025",206845.15234400000,2117.91715548000,192
118318,"172128202018","0172128202018","1721","282","02","018",403812.30957000000,2528.24869893000,375
118322,"172128109015","0172128109015","1721","281","09","015",43926.69531250000,896.48014941200,41
118323,"172128109016","0172128109016","1721","281","09","016",39356.04101560000,857.69004464900,37
118324,"172129103001","0172129103001","1721","291","03","001",39878.89794920000,798.84143011300,37
118326,"172129102001","0172129102001","1721","291","02","001",33617.01611330000,784.95294845300,31
118329,"172129201004","0172129201004","1721","292","01","004",47879.60839840000,1002.08091886000,44
118331,"172129200005","0172129200005","1721","292","00","005",38022.67871090000,992.27121368300,35
118332,"172129200010","0172129200010","1721","292","00","010",57323.25439450000,1077.55349700000,53
118333,"172129102004","0172129102004","1721","291","02","004",38633.58691410000,813.10600000600,36
118334,"172129200006","0172129200006","1721","292","00","006",69753.66552730000,1144.88789274000,65
118336,"172129200013","0172129200013","1721","292","00","013",40091.67529300000,1171.41386389000,37
118337,"172129102005","0172129102005","1721","291","02","005",37073.52832030000,800.87600001700,34
118338,"172129200014","0172129200014","1721","292","00","014",48476.65917970000,1245.66269082000,45
118339,"172129200015","0172129200015","1721","292","00","015",35057.26367190000,885.76791014400,33
118340,"172129102008","0172129102008","1721","291","02","008",44337.80468750000,849.74782889500,41
118342,"172129205001","0172129205001","1721","292","05","001",456150.93554700000,2814.09509015000,424
118343,"172129101002","0172129101002","1721","291","01","002",1925622.16260000000,5737.01928380000,1789
118346,"172129200019","0172129200019","1721","292","00","019",33922.16552730000,741.31650577700,32
118347,"172129200020","0172129200020","1721","292","00","020",35830.87402340000,829.08505911500,33
118350,"172129200027","0172129200027","1721","292","00","027",40600.20898440000,894.99552630800,38
118351,"172129200028","0172129200028","1721","292","00","028",99695.48779300000,1319.07656241000,93
118357,"172129303029","0172129303029","1721","293","03","029",61575.13525390000,1266.75365230000,57
118358,"172129402012","0172129402012","1721","294","02","012",94529.84912110000,1284.53722815000,88
118359,"172129403010","0172129403010","1721","294","03","010",46505.89794920000,906.97971145200,43
118360,"172129403009","0172129403009","1721","294","03","009",40737.50585940000,854.90227160000,38
118370,"172129303005","0172129303005","1721","293","03","005",42791.42431640000,1065.57382740000,40
118371,"172129403023","0172129403023","1721","294","03","023",38402.76660160000,836.70290839700,36
118378,"172129303006","0172129303006","1721","293","03","006",43708.51025390000,1055.62817689000,41
118380,"172129314007","0172129314007","1721","293","14","007",46248.88574220000,1310.71748806000,43
118381,"172129403022","0172129403022","1721","294","03","022",45504.42041020000,886.61981041300,42
118382,"172129402011","0172129402011","1721","294","02","011",153095.44091800000,1649.68195877000,142
118383,"172129403002","0172129403002","1721","294","03","002",42977.30175780000,887.33978100800,40
118397,"172129303009","0172129303009","1721","293","03","009",40974.10351560000,1010.10624274000,38
118399,"172129403015","0172129403015","1721","294","03","015",127909.22070300000,1603.90244590000,119
118406,"172129303010","0172129303010","1721","293","03","010",38958.10253910000,982.94562086100,36
118410,"172129402005","0172129402005","1721","294","02","005",167095.47265600000,1736.56120411000,155
118418,"172129403018","0172129403018","1721","294","03","018",39434.06689450000,796.08584378000,37
118420,"172129303012","0172129303012","1721","293","03","012",36067.83007810000,950.51176198900,34
118433,"172129303014","0172129303014","1721","293","03","014",35711.76025390000,951.09394298500,33
118439,"172129402006","0172129402006","1721","294","02","006",286272.42431600000,2146.54732005000,266
118445,"172129303015","0172129303015","1721","293","03","015",71459.74365230000,1144.32710627000,66
118446,"172129300009","0172129300009","1721","293","00","009",59981.71728520000,999.86146962000,56
118454,"172129303016","0172129303016","1721","293","03","016",54141.18066410000,1046.10714328000,50
118465,"172129303037","0172129303037","1721","293","03","037",35188.70605470000,908.69446221400,33
118473,"172129402013","0172129402013","1721","294","02","013",94579.64160160000,1486.31174650000,88
118482,"172129303019","0172129303019","1721","293","03","019",56805.61816410000,971.45046222200,53
118483,"172129403026","0172129403026","1721","294","03","026",84753.27880860000,1164.63216677000,79
118484,"172129403027","0172129403027","1721","294","03","027",84719.84521480000,1164.39328708000,79
118491,"172129402014","0172129402014","1721","294","02","014",83374.79248050000,1447.42502347000,77
118509,"172129402008","0172129402008","1721","294","02","008",45324.21093750000,1317.10997488000,42
118520,"172129404012","0172129404012","1721","294","04","012",146640.86865200000,1611.17669189000,136
118521,"172129300003","0172129300003","1721","293","00","003",3467900.53955000000,8809.53329969000,3222
118535,"172129312001","0172129312001","1721","293","12","001",480662.15478500000,2776.93833734000,447
118536,"172129300006","0172129300006","1721","293","00","006",284632.32568400000,2360.90980501000,264
118581,"172129103002","0172129103002","1721","291","03","002",47332.60009770000,884.49471370000,44
118582,"172129103003","0172129103003","1721","291","03","003",47471.34423830000,1018.41998021000,44
118583,"172129103004","0172129103004","1721","291","03","004",44068.03222660000,957.79798030800,41
118584,"172129103005","0172129103005","1721","291","03","005",43928.31298830000,950.81823811700,41
118585,"172129102009","0172129102009","1721","291","02","009",73259.66308590000,1260.52214391000,68
118586,"172129103006","0172129103006","1721","291","03","006",38072.43554690000,884.01090344000,35
118590,"172129200012","0172129200012","1721","292","00","012",37072.96484380000,1126.34894093000,34
118595,"172129200029","0172129200029","1721","292","00","029",48489.82617190000,1080.80952332000,45
118598,"172129200050","0172129200050","1721","292","00","050",1583549.64697000000,7431.79475498000,1471
118599,"172129403012","0172129403012","1721","294","03","012",42639.51025390000,880.06065031000,40
118603,"172129405015","0172129405015","1721","294","05","015",186671.85498000000,1901.50186123000,173
118610,"172129311016","0172129311016","1721","293","11","016",114990.66796900000,1572.17350082000,107
118611,"172129310004","0172129310004","1721","293","10","004",99255.57080080000,1298.74644183000,92
118613,"172129203001","0172129203001","1721","292","03","001",111078.50585900000,1387.68257913000,103
118625,"172129403033","0172129403033","1721","294","03","033",43872.93212890000,904.27845709500,41
118626,"172129403034","0172129403034","1721","294","03","034",43596.20507810000,902.20119369300,41
118627,"172129403030","0172129403030","1721","294","03","030",65611.76318360000,1026.96901816000,61
118628,"172129403035","0172129403035","1721","294","03","035",42231.99023440000,892.47941381600,39
118630,"172129403031","0172129403031","1721","294","03","031",68754.21484380000,1044.38056756000,64
118631,"172129403008","0172129403008","1721","294","03","008",172948.00488300000,1764.79507174000,161
118632,"172129204004","0172129204004","1721","292","04","004",249857.87353500000,2883.05632768000,232
118633,"172129200040","0172129200040","1721","292","00","040",173056.07470700000,1620.50510799000,161
118634,"172129200042","0172129200042","1721","292","00","042",1595968.79980000000,6237.47479234000,1483
118635,"172129200004","0172129200004","1721","292","00","004",154989.15527300000,1676.64357063000,144
118637,"172129100004","0172129100004","1721","291","00","004",42315.53759770000,3214.65015267000,39
118638,"172129105001","0172129105001","1721","291","05","001",408551.32470700000,3535.59642082000,380
118640,"172129104002","0172129104002","1721","291","04","002",162457.06982400000,1735.78274447000,151
118641,"172129104003","0172129104003","1721","291","04","003",185895.56494100000,1879.33544023000,173
118642,"172129104004","0172129104004","1721","291","04","004",393194.90283200000,3173.93888944000,365
118650,"172129405018","0172129405018","1721","294","05","018",50312.56787110000,1304.35313791000,47
118652,"172129405013","0172129405013","1721","294","05","013",85434.99755860000,1434.73246867000,79
118653,"172129405009","0172129405009","1721","294","05","009",50569.02929690000,1310.08606148000,47
118656,"172129405019","0172129405019","1721","294","05","019",161452.53369100000,1678.93938248000,150
118658,"172129405005","0172129405005","1721","294","05","005",51005.78417970000,1326.92738345000,47
118659,"172129405001","0172129405001","1721","294","05","001",221258.69482400000,2607.19780561000,206
118667,"172129404002","0172129404002","1721","294","04","002",98284.92724610000,1259.32443989000,91
118675,"172131402007","0172131402007","1721","314","02","007",279629.27636700000,2223.16519574000,260
118740,"172131201002","0172131201002","1721","312","01","002",361423.93701200000,2655.78180256000,336
118741,"172131200007","0172131200007","1721","312","00","007",33952.88378910000,782.09101454000,32
118744,"172131100010","0172131100010","1721","311","00","010",139970.81689500000,1684.35532420000,130
118746,"172131405001","0172131405001","1721","314","05","001",362541.15673800000,2518.77300643000,337
118747,"172131401010","0172131401010","1721","314","01","010",88280.81103520000,1261.51509884000,82
118748,"172131401002","0172131401002","1721","314","01","002",416231.09619100000,3390.57830845000,387
118749,"172129403028","0172129403028","1721","294","03","028",43178.77783200000,887.63737431600,40
118750,"172129403019","0172129403019","1721","294","03","019",84730.37646480000,1220.62965752000,79
118751,"172129403024","0172129403024","1721","294","03","024",44023.66601560000,895.58294960000,41
118752,"172129403006","0172129403006","1721","294","03","006",169395.72363300000,1752.02714894000,157
118753,"172129403029","0172129403029","1721","294","03","029",40800.50341800000,853.27013656000,38
118754,"172129403025","0172129403025","1721","294","03","025",38769.71972660000,824.81531169000,36
118758,"172129200039","0172129200039","1721","292","00","039",39337.70458980000,830.27287401600,37
118760,"172130000006","0172130000006","1721","300","00","006",380927.24462900000,2587.54328408000,354
118761,"172130000008","0172130000008","1721","300","00","008",33367.32958980000,779.30082241900,31
118762,"172130000048","0172130000048","1721","300","00","048",88338.31787110000,1379.08425098000,82
118763,"172130000005","0172130000005","1721","300","00","005",454131.66259800000,2698.03471385000,422
118764,"172130000020","0172130000020","1721","300","00","020",205703.03662100000,2944.54230622000,191
118765,"172130000050","0172130000050","1721","300","00","050",131961.62890600000,1453.74071969000,123
118767,"172130000047","0172130000047","1721","300","00","047",36901.30029300000,888.30938513900,34
118768,"172130001005","0172130001005","1721","300","01","005",464375.33349600000,3017.91491382000,431
118769,"172130001006","0172130001006","1721","300","01","006",192577.94482400000,1912.71008007000,179
118770,"172130001007","0172130001007","1721","300","01","007",143818.61523400000,1621.14615032000,134
118772,"172130001008","0172130001008","1721","300","01","008",136406.93212900000,1626.62368858000,127
118773,"172130001009","0172130001009","1721","300","01","009",215990.15576200000,2417.20705540000,201
118774,"172130000090","0172130000090","1721","300","00","090",92713.15380860000,1284.50558827000,86
118775,"172130000004","0172130000004","1721","300","00","004",373124.81445300000,3046.50398284000,347
118776,"172130000003","0172130000003","1721","300","00","003",47334.01855470000,870.87200003900,44
118777,"172130000056","0172130000056","1721","300","00","056",89299.11914060000,1223.31865407000,83
118778,"172130000065","0172130000065","1721","300","00","065",53979.78515630000,1043.37040025000,50
118780,"172130000096","0172130000096","1721","300","00","096",200047.30859400000,2082.48068902000,186
118782,"172130400001","0172130400001","1721","304","00","001",123207.90966800000,1459.81415463000,114
118783,"172130400002","0172130400002","1721","304","00","002",336338.04736300000,3618.66682284000,312
118784,"172130000007","0172130000007","1721","300","00","007",35896.11572270000,823.48954441600,33
118785,"172130000092","0172130000092","1721","300","00","092",235756.72460900000,2158.76394672000,219
118786,"172130002001","0172130002001","1721","300","02","001",58459.24316410000,1085.10864052000,54
118787,"172130000018","0172130000018","1721","300","00","018",244507.73242200000,2996.47596664000,227
118788,"172130000019","0172130000019","1721","300","00","019",135903.89404300000,2836.79566557000,126
118789,"172130000051","0172130000051","1721","300","00","051",278076.46044900000,2698.72380044000,258
118790,"172130000057","0172130000057","1721","300","00","057",543065.80175800000,3617.81910630000,505
118791,"172130000023","0172130000023","1721","300","00","023",178155.49853500000,2344.88584513000,166
118793,"172130000072","0172130000072","1721","300","00","072",497944.10449200000,2879.63324762000,463
118794,"172130000076","0172130000076","1721","300","00","076",213982.74462900000,2118.08885779000,199
118795,"172130000075","0172130000075","1721","300","00","075",91307.19433590000,1297.80584193000,85
118796,"172130000074","0172130000074","1721","300","00","074",46972.38183590000,901.81474958400,44
118797,"172130000042","0172130000042","1721","300","00","042",182046.09423800000,1763.36323367000,169
118798,"172130000069","0172130000069","1721","300","00","069",73537.08789060000,1320.77977034000,68
118799,"172130000095","0172130000095","1721","300","00","095",176447.34130900000,2053.19794818000,164
118801,"172130000068","0172130000068","1721","300","00","068",4740979.15088000000,9319.42923076000,4405
118803,"172130000039","0172130000039","1721","300","00","039",944920.88085900000,5753.13004814000,878
118804,"172130400004","0172130400004","1721","304","00","004",268720.44580100000,2164.65128653000,250
118805,"172130003001","0172130003001","1721","300","03","001",92623.27587890000,1523.72395218000,86
118806,"172130000093","0172130000093","1721","300","00","093",206610.75048800000,2635.42348932000,192
118807,"172130000014","0172130000014","1721","300","00","014",95381.29150390000,1245.63045311000,89
118808,"172130000067","0172130000067","1721","300","00","067",112736.19140600000,1354.73697069000,105
118809,"172130000012","0172130000012","1721","300","00","012",232121.25732400000,2104.57433752000,216
118811,"172130000070","0172130000070","1721","300","00","070",151727.51855500000,1880.94614048000,141
118812,"172130000037","0172130000037","1721","300","00","037",1490466.15967000000,4882.26197181000,1385
118813,"172130000052","0172130000052","1721","300","00","052",353542.91210900000,2770.18573966000,328
118814,"172130000078","0172130000078","1721","300","00","078",151803.69140600000,2734.38497888000,141
118815,"172130000084","0172130000084","1721","300","00","084",466936.48779300000,3462.19318916000,434
118816,"172130000081","0172130000081","1721","300","00","081",287891.36621100000,2236.02957215000,267
118817,"172130000026","0172130000026","1721","300","00","026",116104.92919900000,1693.07165010000,108
118819,"172130000028","0172130000028","1721","300","00","028",77559.33154300000,1219.00239169000,72
118820,"172130000054","0172130000054","1721","300","00","054",424321.18261700000,2912.64827488000,394
118821,"172130000027","0172130000027","1721","300","00","027",37450.40576170000,778.00424633700,35
118822,"172130000082","0172130000082","1721","300","00","082",184124.92480500000,2117.60196925000,171
118824,"172130000025","0172130000025","1721","300","00","025",676214.83447300000,4756.64261762000,628
118830,"172131204002","0172131204002","1721","312","04","002",139999.75878900000,1714.18164380000,130
118837,"172131204003","0172131204003","1721","312","04","003",136168.05517600000,1510.82104576000,127
118844,"172131204004","0172131204004","1721","312","04","004",118560.90478500000,1435.22331564000,110
118847,"172131108001","0172131108001","1721","311","08","001",98130.72705080000,1313.73750898000,91
118868,"172131104006","0172131104006","1721","311","04","006",165304.37939500000,1770.00247948000,154
118870,"172131104008","0172131104008","1721","311","04","008",40329.87597660000,1368.64872090000,37
118873,"172131104016","0172131104016","1721","311","04","016",179613.32324200000,1795.94072201000,167
118889,"172131205002","0172131205002","1721","312","05","002",42521.62207030000,907.86446930300,40
118892,"172131102031","0172131102031","1721","311","02","031",46052.53808590000,966.15896310700,43
118899,"172131205003","0172131205003","1721","312","05","003",62963.54101560000,1173.93882097000,58
118908,"172131200019","0172131200019","1721","312","00","019",48136.61572270000,904.90190557600,45
118920,"172131106001","0172131106001","1721","311","06","001",38538.01806640000,789.94832154600,36
118921,"172131202004","0172131202004","1721","312","02","004",102789.16015600000,1493.05384926000,95
118923,"172131203001","0172131203001","1721","312","03","001",146581.73144500000,1747.02709074000,136
118925,"172131106021","0172131106021","1721","311","06","021",32857.49902340000,779.49918885800,31
118926,"172131400030","0172131400030","1721","314","00","030",107832.97363300000,1347.27541287000,100
118927,"172131400004","0172131400004","1721","314","00","004",122346.68066400000,1618.06497236000,114
118929,"172131314003","0172131314003","1721","313","14","003",72611.32177730000,1100.54750343000,67
118930,"172131400007","0172131400007","1721","314","00","007",42399.10888670000,824.96487435900,39
118932,"172131400033","0172131400033","1721","314","00","033",118615.67041000000,1434.52489331000,110
118933,"172131406005","0172131406005","1721","314","06","005",89986.01123050000,1299.77454491000,84
118934,"172131400009","0172131400009","1721","314","00","009",58511.63623050000,1075.61371589000,54
118935,"172131300002","0172131300002","1721","313","00","002",41707.19189450000,818.28454438400,39
118936,"172131400012","0172131400012","1721","314","00","012",38559.37255860000,927.57430814900,36
118944,"172131406003","0172131406003","1721","314","06","003",202131.07959000000,1798.34576156000,188
118945,"172131400015","0172131400015","1721","314","00","015",54082.39355470000,933.76360866500,50
118954,"172131401009","0172131401009","1721","314","01","009",48421.79492190000,899.71702366100,45
118966,"172131401003","0172131401003","1721","314","01","003",121783.39111300000,1600.41190692000,113
118967,"172131400031","0172131400031","1721","314","00","031",68092.68701170000,1043.93254521000,63
118968,"172131100001","0172131100001","1721","311","00","001",308635.29492200000,2352.36546184000,287
118969,"172131107009","0172131107009","1721","311","07","009",344556.19531300000,2333.47130659000,320
118970,"172131106037","0172131106037","1721","311","06","037",87248.59228520000,1353.31495277000,81
118972,"172131403003","0172131403003","1721","314","03","003",433068.64892600000,3198.49804982000,402
118973,"172131106036","0172131106036","1721","311","06","036",70919.88525390000,1672.17059216000,66
118974,"172131403004","0172131403004","1721","314","03","004",601838.27685500000,3494.98069871000,559
118977,"172131106025","0172131106025","1721","311","06","025",36303.93652340000,938.91910721600,34
118978,"172131106035","0172131106035","1721","311","06","035",316747.05712900000,2702.60532690000,294
118980,"172131110004","0172131110004","1721","311","10","004",599852.43652300000,4795.69766290000,557
118981,"172131110006","0172131110006","1721","311","10","006",94554.58398440000,1335.06171996000,88
118986,"172131202003","0172131202003","1721","312","02","003",41943.48291020000,836.22447352400,39
118988,"172131203002","0172131203002","1721","312","03","002",63977.71582030000,1053.99117596000,59
118989,"172131300011","0172131300011","1721","313","00","011",60248.65283200000,985.03528012400,56
118990,"172131406004","0172131406004","1721","314","06","004",80975.07177730000,1259.17714910000,75
118991,"172131406001","0172131406001","1721","314","06","001",112407.76123000000,1398.18334108000,104
118992,"172131406002","0172131406002","1721","314","06","002",52072.60742190000,1127.32710604000,48
118993,"172131401008","0172131401008","1721","314","01","008",49238.94384770000,1404.61479371000,46
118994,"172131304004","0172131304004","1721","313","04","004",43711.96630860000,959.72597169700,41
119001,"172131200008","0172131200008","1721","312","00","008",141381.14941400000,1691.82793070000,131
119002,"172131200006","0172131200006","1721","312","00","006",36700.32519530000,912.87029168900,34
119005,"172131400032","0172131400032","1721","314","00","032",68472.01269530000,1046.71882676000,64
119007,"172131200005","0172131200005","1721","312","00","005",1625673.91943000000,5532.46165596000,1510
119008,"172131200028","0172131200028","1721","312","00","028",5236088.54395000000,10512.12728730000,4865
119010,"172131200022","0172131200022","1721","312","00","022",286519.43212900000,2293.71587341000,266
119011,"172131200020","0172131200020","1721","312","00","020",98487.93017580000,3837.46638208000,91
119012,"172131110005","0172131110005","1721","311","10","005",274567.62841800000,2660.24379881000,255
119013,"172131106038","0172131106038","1721","311","06","038",133107.24218800000,1490.72387412000,124
119014,"172131106039","0172131106039","1721","311","06","039",206093.40869100000,2699.95041810000,191
119015,"172131110003","0172131110003","1721","311","10","003",113157.82275400000,4647.41513659000,105
119023,"172131402020","0172131402020","1721","314","02","020",186658.04101600000,1732.16598255000,173
119024,"172131304005","0172131304005","1721","313","04","005",43860.93945310000,822.67018930700,41
119038,"172131300010","0172131300010","1721","313","00","010",292929.77148400000,2154.93612642000,272
119039,"172131307015","0172131307015","1721","313","07","015",53362.26708980000,917.75658215000,50
119040,"172131312001","0172131312001","1721","313","12","001",142811.90820300000,1629.06790175000,133
119041,"172131312002","0172131312002","1721","313","12","002",108614.49951200000,1508.23377791000,101
119042,"172131313001","0172131313001","1721","313","13","001",246166.37548800000,2291.21935163000,229
119047,"172131313004","0172131313004","1721","313","13","004",97241.99023440000,1831.13170968000,90
119048,"172131313003","0172131313003","1721","313","13","003",89338.29052730000,1201.40864069000,83
119509,"172132111091","0172132111091","1721","321","11","091",73140.90673830000,2377.74505701000,68
119869,"172132225001","0172132225001","1721","322","25","001",188327.22460900000,1809.10349000000,175
119922,"172132401001","0172132401001","1721","324","01","001",51009.80029300000,914.87325734200,47
120145,"172132410002","0172132410002","1721","324","10","002",44706.84179690000,879.61628567000,42
120299,"172132411002","0172132411002","1721","324","11","002",67278.25732420000,1069.87286445000,63
120316,"172132300058","0172132300058","1721","323","00","058",36205.74462890000,818.29748304900,34
120320,"172132300040","0172132300040","1721","323","00","040",38100.18310550000,809.02012611000,35
120396,"172132318042","0172132318042","1721","323","18","042",83430.43798830000,1204.83205468000,78
120416,"172132417007","0172132417007","1721","324","17","007",43557.95751950000,834.81226543900,40
120585,"172132223015","0172132223015","1721","322","23","015",139509.04492200000,1817.91452150000,130
120616,"172132225004","0172132225004","1721","322","25","004",46091.14062500000,860.53839908500,43
120626,"172132124007","0172132124007","1721","321","24","007",76432.76953130000,1325.74913555000,71
120627,"172132124011","0172132124011","1721","321","24","011",65065.33642580000,999.61392729000,60
120640,"172132300001","0172132300001","1721","323","00","001",485856.04882800000,3514.94192860000,451
120690,"172132201001","0172132201001","1721","322","01","001",481767.40429700000,2772.23473216000,448
120696,"172132100001","0172132100001","1721","321","00","001",40729.93066410000,977.19643301100,38
120701,"172132316016","0172132316016","1721","323","16","016",125444.14941400000,1604.67115878000,117
120720,"172132224009","0172132224009","1721","322","24","009",105762.30957000000,1565.08229330000,98
120724,"172132225003","0172132225003","1721","322","25","003",69244.27246090000,1088.77329488000,64
120725,"172132124016","0172132124016","1721","321","24","016",288379.09912100000,2144.75051313000,268
120730,"172132216005","0172132216005","1721","322","16","005",79352.68359380000,1357.03463379000,74
120731,"172132224010","0172132224010","1721","322","24","010",106194.84375000000,1425.22977167000,99
120732,"172132216014","0172132216014","1721","322","16","014",65849.23681640000,1139.63194858000,61
120733,"172132216015","0172132216015","1721","322","16","015",100269.83447300000,1590.30974907000,93
120799,"172132113005","0172132113005","1721","321","13","005",42129.55957030000,904.14799997200,39
120813,"172132217014","0172132217014","1721","322","17","014",37916.18652340000,844.87503670100,35
120852,"172132219009","0172132219009","1721","322","19","009",46498.25781250000,852.99997616700,43
120860,"172132111035","0172132111035","1721","321","11","035",35999.26123050000,758.69624323000,33
120867,"172132304010","0172132304010","1721","323","04","010",198558.35351600000,2075.47462439000,184
120868,"172302009005","0172302009005","1723","020","09","005",124701.99560500000,1464.61865511000,116
120869,"172302005002","0172302005002","1723","020","05","002",214326.38769500000,2223.43651609000,199
